step,wallclock_seconds,split,layer,mean_l2_norm
1260,204.608665,train,2,20.280757904052734
1260,204.608665,train,3,28.192913055419922
1270,206.160563535,train,0,20.807167053222656
1270,206.160563535,train,1,20.200111389160156
1270,206.160563535,train,2,20.265348434448242
1270,206.160563535,train,3,28.20063018798828
1280,207.71338818299998,train,0,20.79709815979004
1280,207.71338818299998,train,1,20.183700561523438
1280,207.71338818299998,train,2,20.24710464477539
1280,207.71338818299998,train,3,28.212390899658203
1290,209.26916973099998,train,0,20.78546142578125
1290,209.26916973099998,train,1,20.168498992919922
1290,209.26916973099998,train,2,20.229290008544922
1290,209.26916973099998,train,3,28.214534759521484
1300,210.82337043299998,train,0,20.77594757080078
1300,210.82337043299998,train,1,20.155132293701172
1300,210.82337043299998,train,2,20.214435577392578
1300,210.82337043299998,train,3,28.220548629760742
1300,210.883450622,valid,0,20.77475929260254
1300,210.883450622,valid,1,20.15458869934082
1300,210.883450622,valid,2,20.212451934814453
1300,210.883450622,valid,3,28.21778106689453
1310,212.43728001,train,0,20.765653610229492
1310,212.43728001,train,1,20.14154052734375
1310,212.43728001,train,2,20.197044372558594
1310,212.43728001,train,3,28.22388458251953
1320,213.98923804199998,train,0,20.75813865661621
1320,213.98923804199998,train,1,20.12709617614746
1320,213.98923804199998,train,2,20.18291473388672
1320,213.98923804199998,train,3,28.226886749267578
1330,215.540778606,train,0,20.746936798095703
1330,215.540778606,train,1,20.11241340637207
1330,215.540778606,train,2,20.166080474853516
1330,215.540778606,train,3,28.23833465576172
1340,217.09639082599998,train,0,20.733882904052734
1340,217.09639082599998,train,1,20.096532821655273
1340,217.09639082599998,train,2,20.149280548095703
1340,217.09639082599998,train,3,28.242507934570312
1350,218.649508836,train,0,20.723093032836914
1350,218.649508836,train,1,20.081790924072266
1350,218.649508836,train,2,20.133487701416016
1350,218.649508836,train,3,28.242868423461914
1360,220.203500449,train,0,20.71152687072754
1360,220.203500449,train,1,20.066726684570312
1360,220.203500449,train,2,20.118762969970703
1360,220.203500449,train,3,28.23198127746582
1370,221.757893156,train,0,20.703109741210938
1370,221.757893156,train,1,20.049781799316406
1370,221.757893156,train,2,20.1020450592041
1370,221.757893156,train,3,28.24228286743164
1380,223.309268664,train,0,20.692293167114258
1380,223.309268664,train,1,20.033557891845703
1380,223.309268664,train,2,20.08831024169922
1380,223.309268664,train,3,28.23736000061035
1390,224.86046564,train,0,20.68073272705078
1390,224.86046564,train,1,20.018373489379883
1390,224.86046564,train,2,20.07035255432129
1390,224.86046564,train,3,28.2320556640625
1400,226.413860915,train,0,20.66693878173828
1400,226.413860915,train,1,20.004852294921875
1400,226.413860915,train,2,20.0583553314209
1400,226.413860915,train,3,28.230323791503906
1400,226.47964579499998,valid,0,20.66585350036621
1400,226.47964579499998,valid,1,20.00394058227539
1400,226.47964579499998,valid,2,20.058504104614258
1400,226.47964579499998,valid,3,28.23593521118164
1410,228.034321965,train,0,20.65032196044922
1410,228.034321965,train,1,19.988758087158203
1410,228.034321965,train,2,20.038238525390625
1410,228.034321965,train,3,28.232925415039062
1420,229.588504403,train,0,20.641143798828125
1420,229.588504403,train,1,19.974454879760742
1420,229.588504403,train,2,20.021385192871094
1420,229.588504403,train,3,28.22894287109375
1430,231.141394159,train,0,20.631214141845703
1430,231.141394159,train,1,19.9598388671875
1430,231.141394159,train,2,20.006622314453125
1430,231.141394159,train,3,28.23260498046875
1440,232.695225284,train,0,20.620222091674805
1440,232.695225284,train,1,19.94588851928711
1440,232.695225284,train,2,19.992069244384766
1440,232.695225284,train,3,28.23521614074707
1450,234.250258133,train,0,20.611419677734375
1450,234.250258133,train,1,19.92935562133789
1450,234.250258133,train,2,19.976791381835938
1450,234.250258133,train,3,28.243122100830078
1460,235.802855385,train,0,20.601070404052734
1460,235.802855385,train,1,19.914031982421875
1460,235.802855385,train,2,19.962682723999023
1460,235.802855385,train,3,28.236724853515625
1470,237.357362245,train,0,20.589492797851562
1470,237.357362245,train,1,19.901485443115234
1470,237.357362245,train,2,19.945194244384766
1470,237.357362245,train,3,28.222183227539062
1480,238.910326275,train,0,20.577213287353516
1480,238.910326275,train,1,19.885135650634766
1480,238.910326275,train,2,19.926923751831055
1480,238.910326275,train,3,28.230350494384766
1490,240.463519806,train,0,20.5650634765625
